id,dias_desde_ajuizamento,ano_ajuizamento,mes_ajuizamento,eh_segunda,eh_sexta,municipio_fortaleza,qtd_assuntos,tem_tutela_urgencia,tem_obrigacao_fazer,tem_dano_moral,qtd_movimentos,velocidade_movimentos,eh_horario_almoco,complexidade_score,tem_recurso,sentenca_favoravel,texto_decisao,sexo_juiz_bin,sexo_requerente_bin,eh_fornecimento_de_medicamentos,eh_obrigacao_de_fazer__nao_fazer,eh_fraldas,eh_tutela_de_urgencia,eh_tratamento_medico_hospitalar,eh_urgencia,eh_fornecimento_de_insumos,eh_acessao,eh_interdicao,eh_indenizacao_por_dano_moral,eh_direitos_da_personalidade,eh_liminar,eh_nao_padronizado,eh_nomeacao,eh_multa_cominatoria__astreintes,eh_sucumbenciais,eh_competencia_dos_juizados_especiais,eh_assistencia_a_saude,eh_indenizacao_por_dano_material,eh_plano_de_saude,eh_tratamento_da_propria_saude,eh_fazenda_publica,eh_antecipacao_de_tutela__tutela_especifica
487,671,2022,10,0,0,1,1,0,0,0,34,0.0507,0,34,0,1,"Julgado procedente o pedido
Isso posto, considerando tudo mais que dos autos consta, os princípios de direito aplicáveis ao caso sub judice, JULGO PROCEDENTE o pedido inicial, CONFIRMO, portanto, a decisão liminar, condenando o MUNICÍPIO DE FORTALEZA no fornecimento ao autor, do medicamento ARIPIPRAZOL 10 mg/dia DE CADA 90 COMPRIMIDOS POR MÊS, para uso contínuo e ESCITALOPRAM 10mg 60 COMPRIMIDOS POR MÊS para uso contínuo, ou outra quantidade a ser laudada por médico junto à Secretaria de Saúde, em até 90 (noventa) dias, conforme atesta a necessidade do laudo de fls. 35-38, devendo ser apresentado novo laudo e/ou nova receita a cada 06 (seis) meses, sob pena de suspensão da entrega da medicação o que, desde logo, fica deferido ao ente demandado. DEVE SER APRESENTADA NOVA RECEITA A CADA 06(SEIS) MESES ao ente público. Esta última medida encontra respaldo no enunciado 2, da Jornada de Direito de saúde, disponível no sitio online do CNJ, o qual prescreve que: ""ENUNCIADO Nº 02 Concedidas medidas judiciais de prestação continuativa, em tutela provisória ou definitiva, é necessária a renovação periódica do relatório e prescrição médicos a serem apresentados preferencialmente ao executor da medida, no prazo legal ou naquele fixado pelo julgador como razoável, considerada a natureza da enfermidade, de acordo com a legislação sanitária, sob pena de perda de eficácia da medida. (Redação dada pela III Jornada de Direito da Saúde 18.03.2019)"" Certifique a Serventia o decurso do prazo recursal voluntário, salientando-se que os prazos, no âmbito da Infância e Juventude, são contados em dias corridos, conforme dispõe o art. 152, § 2º, da Lei 8.069. Honorários sucumbenciais fixados em 10% do valor da causa. Decorrido o prazo, proceda-se conforme a legislação em vigor e, eventualmente, arquivem-se os autos com as baixas e anotações necessárias.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,1033,2022,10,0,0,1,1,0,0,0,112,0.1084,0,112,0,0,"Julgado improcedente o pedido
Ante o exposto, julgo improcedentes os pedidos iniciais e, por conseguinte, declaro extinta a ação, com resolução do mérito. Revogo os efeitos da decisão proferida às fls. 124/128. Publique-se. Registre-se. Intimem-se. Em razão da sucumbência, condeno a promovida ao pagamento das custas processuais e de honorários advocatícios, estipulados em 10% sobre o valor atualizado da causa, com a ressalva do artigo 98, § 3º, CPC. Após o trânsito em julgado, certifique-se e arquive-se.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,1092,2022,10,1,0,0,2,0,0,0,81,0.0742,0,162,0,1,"Julgado procedente o pedido
Por todo o exposto, JULGO PARCIALMENTE PROCEDENTE o pedido inicial, para CONDENAR a promovida a pagar os danos morais sofrido pela autora, no valor de R$ 10.000,00 (dez mil reais), acrescidos de juros a partir da data do evento danoso, conforme art. 398, do CC, com índice de 1% (um por cento) ao mês, e correção monetária a partir da presente sentença - com aplicação do INPC. Em consequência, extingo o processo com resolução de mérito, a teor do artigo 487, I, do Código de Processo Civil. Por oportuno, REVOGO a decisão liminar antes proferida às fls. 57/62 em virtude do falecimento da paciente/autora. Condeno, ainda, a demandada a arcar com o ônus de sucumbência, consistente nas custas e ao pagamento de honorários advocatícios no valor correspondente a 10% (dez por cento) sobre o valor da condenação, nos termos do art. 85, § 2º do CPC. Outrossim, determino a devolução do valor depositado pela requerida, conforme comprovante de fl. 84. Apresentados os dados bancários, fica desde logo deferida a expedição de alvará em seu favor. Publicada automaticamente pelo SAJ. Intimem-se. Cumpridas as determinações supra, e após o trânsito em julgado, arquivem-se os autos com as cautelas de praxe.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,673,2022,10,1,0,0,3,0,1,0,55,0.0817,0,165,1,1,"Julgado procedente o pedido
Isso posto, considerando tudo mais que dos autos consta, os princípios de direito aplicáveis ao caso sub judice, JULGO PROCEDENTE o pedido inicial, CONFIRMO, portanto, a decisão liminar, condenando o ESTADO DO CEARÁ no fornecimento a parte autora, Davi Cordeiro Freitas, do medicamento ARISTAB ARIPIPRAZOL, na quantidade e especificação prescrita pelo médico assistente, em até 90 (noventa) dias, conforme atesta a necessidade do laudo de fls. 23-26, devendo ser apresentado novo laudo e/ou nova receita a cada 06(seis) meses, sob pena de suspensão da entrega da medicação o que, desde logo, fica deferido ao ente demandado.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,676,2022,10,0,1,0,1,0,0,0,33,0.0488,0,33,0,1,"Julgado procedente o pedido
Vistos etc. Trata-se de AÇÃO DE OBRIGAÇÃO DE FAZER movida por AILZA MOREIRA FERREIRA, representado por sua filha, contra o MUNICÍPIO DE MARACANAÚ, vislumbrando a concessão de suplemento nutricional e insumos, em virtude dos fatos descritos na peça vestibular. O pedido veio instruído com os documentos de págs. 19-36 para provar o alegado. Recebida a petição inicial, foi proferida decisão antecipando os efeitos da tutela e determinando a citação do Município para responder aos termos da demanda (págs. 37-39). O promovido contestou às págs. 51-60 alegando: que o(a) promovente não pode ter tratamento privilegiado às custas de recursos públicos, em face da política de saúde igualitário e preventiva, configurando verdadeira ofensa à Constituição Federal, notadamente ao Princípio da Isonomia (art. 5º, CF/88), da Separação dos Poderes (art. 2º, CF/88), da escassez dos recursos públicos, da reserva legal e das escolhas trágicas; a Lei de responsabilidade fiscal e os limites da vinculação e da discricionariedade na execução da dotação orçamentária; o impacto das decisões judiciais relativas à saúde para o orçamento dos municípios; judicialização do direito à saúde; do Sistema Único de Saúde (Lei nº 8.080/90 e Decreto nº 7.508/2011) do contrato organizativo da Ação Pública da Saúde da região de Maracanaú; SUS como Sistema Público. Réplica à pág. 63. É o que importa relatar. Decido. No tocante à legitimidade do acionado, tem-se dos autos que o pedido do promovente enquadra-se no direito à saúde, garantido por nossa Carta Maior de 1988, em seu art. 5º, inciso LXIX. Decerto os direitos à vida, à saúde, e à dignidade da pessoa humana foram Constitucionalmente eleitos como direitos fundamentais, devendo prevalecer sobre os interesses administrativos e financeiros de cada ente estatal. Assim, a saúde, além de constituir um direito social (CF, art. 6º), é dever do Estado (CF, art. 196), gênero do qual são espécies a União, os entes federativos e os Municípios, devendo ser financiada com recursos do orçamento da Seguridade Social, da União, dos Estados, do Distrito Federal e dos Municípios, além de outras fontes (CF, art. 198, § 1º). Outrossim, é certo que tanto a União, os estados e os Municípios possuem legitimidade para figurar no polo passivo da demanda, quando se busca o fornecimento de medicamentos ou alimentação especial, tratando-se a divisão de atribuições regra burocrática que pode ser excepcionada, ante a necessidade premente do cidadão, sobretudo quando o Município tem todas as possibilidades de solicitar a medicação pretendida aos entes estaduais e federais. Nesse sentido, transcreve-se a abaixo o seguinte precedente: CONSTITUCIONAL, ADMINISTRATIVO E PROCESSUAL CIVIL. MANDADO DE SEGURANÇA. FORNECIMENTO DE MEDICAMENTO PARA TRATAMENTO DE SAÚDE. CONCESSÃO DA SEGURANÇA. APELAÇÕES. LEGITIMIDADE PASSIVA DA UNIÃO, DO ESTADO DE MINAS GERAIS E DO MUNICÍPIO DE UBERLÂNDIA. PRELIMINARES REJEITADAS. AGRAVO RETIDO DESPROVIDO. SENTENÇA MANTIDA. 1. A União, o Estado de Minas Gerais e o Município de Uberlândia ostentam legitimidade para figurar no polo passivo de ação mediante a qual se busca o fornecimento de medicamentos imprescindíveis à manutenção da saúde de pessoa carente, portadora de doença grave. Preliminares rejeitadas. Agravo retido desprovido. 2. A Carta Magna de 1988 erige a saúde como um direito de todos e dever do estado (art. 196). Daí, a seguinte conclusão: É obrigação do estado, no sentido genérico (união, estados, Distrito Federal e municípios), assegurar às pessoas desprovidas de recursos financeiros o acesso à medicação necessária para a cura de suas doenças, em especial, as mais graves. 3. Presentes os pressupostos autorizadores, nada a reparar na decisão concessiva da segurança, que determinou às autoridades impetradas o fornecimento do medicamento de que o impetrante necessita para o tratamento de sua saúde. 4. Sentença mantida. 6. Apelações e remessa oficial desprovidas. (TRF 1ª Região, AC 2006.38.03.009264-6, Rel. Des. Fed. Daniel Paes Ribeiro, 6. T., j. 07.02.2011, DJ 09.03.2011) Como dito, também compete ao Município prestar assistência ao cidadão na área da saúde, através do sistema único, diante das ações propostas nos serviços públicos de saúde (art. 198, § 1º, CF c/c art. 4º, Lei n. 8.080/1990). Dessa forma, tem-se que a conjugação das esferas federal, estadual, distrital e municipal na estruturação do SUS é também consequência do art. 23, do texto constitucional, que atribui aos entes federados a competência comum para cuidar da saúde e da assistência pública. Por seu turno, a regulamentação infraconstitucional do SUS (Lei n. 8.080/90) assevera que: Art. 4º O conjunto de ações e serviços de saúde, prestados por órgãos e instituições públicas federais, estaduais e municipais, da Administração direta e indireta e das fundações mantidas pelo Poder Público, constitui o Sistema Único de Saúde (SUS). § 1º Estão incluídas no disposto neste artigo as instituições públicas federais, estaduais e municipais de controle de qualidade, pesquisa e produção de insumos, medicamentos, inclusive de sangue e hemoderivados, e de equipamentos para saúde. () Ademais, o entendimento do Egrégio Tribunal de Justiça do Ceará é pacífico quanto à solidariedade dos entes da Federação nas ações que tratem do Sistema Único de Saúde, tendo todos eles legitimidade para compor o polo passivo da demanda, senão vejamos: PROCESSO CIVIL. AGRAVO DE INSTRUMENTO. SISTEMA ÚNICO DE SAÚDE. FORNECIMENTO DE MEDICAMENTO. RESPONSABILIDADE SOLIDÁRIA DOS ENTES FEDERATIVOS. LEGITIMIDADE PASSIVA AD CAUSAM DO MUNICÍPIO. RECURSO IMPROVIDO. 1.O funcionamento do Sistema Único de Saúde - SUS é de responsabilidade solidária da União, Estados-membros e Municípios, de modo que qualquer destas entidades tem legitimidade ad causam para figurar no polo passivo de demanda que objetiva a garantia do acesso à medicação para pessoas desprovidas de recursos financeiros. Precedentes desse Egrégio Tribunal de Justiça e do Superior Tribunal de Justiça. 2.Tratando-se de direito fundamental, incluso no conceito de mínimo existencial, inexistirá empecilho jurídico para que o Judiciário estabeleça a inclusão de determinada política pública nos planos orçamentários do ente político, mormente quando não houver comprovação objetiva da incapacidade econômico-financeira da pessoa estatal. 3. In casu, não há empecilho jurídico para que a ação, que visa a assegurar o fornecimento de medicamentos, seja dirigida contra o município, tendo em vista a consolidada jurisprudência desta Corte, no sentido de que ""o funcionamento do Sistema Único de Saúde (SUS) é de responsabilidade solidária da União, Estados-membros e Municípios, de modo que qualquer dessas entidades têm legitimidade ad causam para figurar no pólo passivo de demanda que objetiva a garantia do acesso à medicação para pessoas desprovidas de recursos financeiros"" (REsp 771.537/RJ, Rel. Min. Eliana Calmon, Segunda Turma, DJ 3.10.2005). 4. Agravo de Instrumento conhecido e improvido . (TJCE. AgIn nº 3162479201080600000. Relatora: Desa. Sérgia Maria Mendonça Miranda. 6ª Câmara Cível. Data de registro: 19/07/2011). Assim, é evidente o dever das 03 (três) esferas públicas estarem obrigadas constitucionalmente a promover a saúde, devendo as regras de divisão de atribuições serem compensadas, em prol da rápida prestação do serviço público. Admite-se, neste sentido, a responsabilização isolada ou associada para cumprimento da obrigação. Destarte, os preceitos constitucionais traçam como objetivo da seguridade social, a universalidade de sua cobertura e de seu atendimento, garantindo a todos que venham dela necessitar o direito fundamental de obter do Poder Público, em geral, ações e serviços que promovam a proteção e recuperação da saúde (arts. 194 e parágrafo único, c/c arts. 196 e 197, da CF/88). No caso em análise, vê-se que o tratamento fora prescrito por médica(o) da rede pública, e carecendo a parte assistida de tratamento célere e eficiente, somado ao fato de que a falta da assistência prescrita, sua ausência poderá prejudicá-la, causando-lhe dano irreparável ou de difícil reparação a sua saúde. A omissão no executar das medidas tendentes a efetivar os direitos fundamentais constitui ofensa à Constituição Federal, inexistindo, na espécie, qualquer justificativa para o não atuar do Município de Maracanaú, sob o fundamento de que, na situação trazida à baila, deve ser observada a chamada cláusula da reserva do possível. Não se despreza que o Estado Social não pode ser compelido a garantir um padrão ótimo de bem-estar social, todavia deve proporcionar condições para uma existência com dignidade, sob pena de, assim não o fazendo, transformar a Constituição Federal em uma verdadeira plataforma política, despida de efetividade. Inobstante o interesse público prevalecer sobre o privado, visando o Estado a satisfação dos anseios sociais, é certo também que a sociedade é feita por cada cidadão, sendo dever do Estado preservar a vida destes. O Município não demonstrou objetivamente a impossibilidade financeiro-orçamentária de custear a pretensão em evidência. Diante disso, não se desincumbiu do ônus processual de provar o comprometimento do equilíbrio econômico financeiro da municipalidade, frente a concessão da segurança. Destaco que o presente caso não se trata de comodidade de tratamento ou mesmo privilégio concedido de forma individualizada em desfavor de outros cidadãos, mas sim de necessidade imprescindível e inadiável para a própria sobrevivência digna da requerente. Ademais, não se pode alegar violação aos princípios da isonomia, porquanto restou suficientemente demonstrado nos autos a indispensabilidade do tratamento solicitado. Nesse contexto, tem-se que é indene de dúvidas as dificuldades enfrentadas pela Administração Pública de manter equilibradas as contas públicas, com observância à necessidade de destinar ações e serviços ao SUS, em estrita obediência ao texto, contudo é defeso ao administrador esquivar-se de seu dever constitucional para com o cidadão em situação excepcional. E ainda que as questões orçamentárias e as restrições materiais sejam obstáculos à efetivação do direito à saúde, não socorre à administração pública sua invocação, porquanto trata-se de imposição constitucional o atendimento à saúde. Nesta linha, as limitações formais e de orçamento, ainda que relevantes, não têm o condão de restringir ou aniquilar a integralidade do direito ao acesso universal à saúde pela população carente. Diante do exposto, nos termos do art. 487, inciso I, do Código de Processo Civil, JULGO TOTALMENTE PROCEDENTE o pedido autoral para tornar definitiva a decisão de antecipação de tutela de págs. 37-39, que impôs ao Município de Maracanaú a obrigação de fornecer gratuitamente ao(à) promovente, AILZA MOREIRA FERREIRA (CPF nº 317.637.743-68) a seguinte assistência mensal: Isosource 1.2 ou Trophic 1.2 ou Nutri enteral 1.2 (30 Litros); Cubitan ou Proline (60 unidades); Fracos (60 unidades); Equipos (30 unidades); Seringas descartáveis de 20 ml (30 unidades), por tempo indeterminado, ainda que o acionado necessite recorrer à iniciativa privada, tudo conforme prescrito pelo(a) médico(a) que assiste o(a) reclamante. Não obstante, deverá o(a) autor(a) submeter-se a acompanhamento médico trimestral para comprovação de que permanece necessitando do referido amparo especial, sob pena de interrupção da medida, conforme orienta o Enunciado de nº 2 da I Jornada de direito da Saúde do CNJ. Condeno o réu no pagamento de honorários advocatícios, estes no valor de R$ 1.00,00 (mil reais), nos moldes do art. 85, §8º, do NCPC. O Município fica dispensado do pagamento das custas processuais, conforme determinação da lei. P. R. I. Após o trânsito em julgado, arquive-se.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,1038,2022,10,0,0,0,3,0,1,0,36,0.0347,0,108,0,1,"Julgado procedente o pedido
Diante do exposto, atento à fundamentação expendida, hei por bem JULGAR PROCEDENTE a presente ação, com resolução do mérito, concernente à determinaçãodeque o requerido, ESTADO DO CEARÁ, providencie atendimento ambulatorial (consulta e acompanhamento clínico com hematologista), conforme parecer médico acostado às fls. 10/11, em favor da parte requerente, como meio assecuratório dos direitos fundamentais à vida, à saúde e à dignidade da pessoa humana, o que faço com espeque no art. 487, inciso I, do CPC. Sem custas processuais haja vista a natureza jurídica da Parte Promovida. Condeno o ESTADO DO CEARÁ ao pagamentodehonorários sucumbenciais, por equidade nos termos do (art. 85, §8º, CPC), o que em observância aos principios da proporcionalidade e razoabilidade e para evitar o desvirtuamento da verba de sucumbência e a imposição de ônus excessivo ao Estado, arbitro em R$ 1,000.00 (hum mil reais) P.R.I. Sujeito ao reexame necessário, nos termos do art. 496, I do CPC.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,677,2022,10,0,0,0,2,0,1,0,41,0.0606,0,82,0,1,"Julgado procedente o pedido
III DISPOSITIVO. Por todo o exposto e considerando o mais que consta dos fólios, JULGO PROCEDENTE A PRESENTE AÇÃO, para DETERMINAR AO ESTADO DO CEARÁ QUE FORNEÇA O AUTOR dieta enteral, (NUTRI ENTERAL 1.5 OU NUTRISON ENERGY PLUS OU ISOSOURCE 1.5; FRESUBIN ENERGY, TROPHIC 1.5- 53 litros, 2- Frasco para dieta enteral 180 unidades mensal; 3- seringa descartável de 20 ml (sem agulha) 30 unidades mensal e equipo macrogotas para dieta enteral 180 unidades), de forma permanente devido a necessidade de pronto atendimento pelo risco de morte. Confirmo a antecipação de tutela anteriormente concedida ás págs. 16/20. Sem custas processuais haja vista a natureza jurídica da Parte Promovida. Condeno o ESTADO DO CEARÁ ao pagamentodehonorários sucumbenciais, por equidade nos termos do (art. 85, §8º, CPC), o que em observância aos principios da proporcionalidade e razoabilidade e para evitar o desvirtuamento da verba de sucumbência e a imposição de ônus excessivo ao Estado, arbitro em R$ 1,000.00 (hum mil reais). P. R. I. Sujeito ao reexame necessário, nos termos do art. 496, I CPC",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,679,2022,10,0,0,1,1,0,0,0,43,0.0633,0,43,0,1,"Julgado procedente o pedido
Isso posto, considerando tudo mais que dos autos consta, os princípios de direito aplicáveis ao caso sub judice, JULGO PROCEDENTE o pedido inicial, confirmando a tutela de urgência concedida, condenando o Estado do Ceará na obrigação de fazer consistente no fornecimento à parte autora de: 1) SUPLEMENTAÇÃO ALIMENTAR para DIETA ENTERAL NORMOCALÓRICA e NORMOPROTEICA à base de proteína isolada de soja 1.2 Kcal/ml, de acordo com os documentos de fls. 36; 2) INSUMOS: FRASCO ENTEROFIX 300 ML, SERINGA DESCARTÁVEL SEM AGULHA 20 ML, EQUIPO ESCALONADO PRÓPRIO nas quantias indicadas às fls. 36; 3) CAMA HOSPITALAR, COLCHÃO TIPO CASCA DE OVO E ASPIRADOR CLINICO ELÉTRICO, a ser disponibilizado em modalidade de comodato, conforme fls. 32 e 33 (caso a parte não renove laudo nos termos da decisão, poderá o ente público requerer a devolução, já que se trata de propriedade estatal, estando disponível apenas para uso da parte); 4) FRALDAS GERIÁTRICAS (tamanho M) ou outro tamanho a ser laudado junto a médico que assiste ou vier assistir à autora, 180(cento e oitenta) FRALDAS/MÊS, sem marca específica, conforme fl. 35. Tudo conforme consta no laudo médico de fls. 32-36, devendo ser apresentado novo laudo e nova receita a cada 06(seis) meses, sob pena de suspensão da entrega dos insumos, o que, desde logo, fica deferido ao ente demandado. DEVE SER APRESENTADA NOVA RECEITA A CADA 06(SEIS) MESES ao ente público. Esta última medida encontra respaldo no enunciado 2, da Jornada de Direito de saúde, disponível no sitio online do CNJ, o qual prescreve que: ""ENUNCIADO Nº 02 Concedidas medidas judiciais de prestação continuativa, em tutela provisória ou definitiva, é necessária a renovação periódica do relatório e prescrição médicos a serem apresentados preferencialmente ao executor da medida, no prazo legal ou naquele fixado pelo julgador como razoável, considerada a natureza da enfermidade, de acordo com a legislação sanitária, sob pena de perda de eficácia da medida. (Redação dada pela III Jornada de Direito da Saúde 18.03.2019) Com relação aos honorários e custas, deixo de condenar, nos termos da Súmula 421 do Superior Tribunal de Justiça c/c art. 141 da Lei 8.069/1990 Estatuto da Criança e do Adolescente. Certifique a Serventia o decurso do prazo recursal voluntário, salientando-se que os prazos, no âmbito da Infância e Juventude, são contados em dias corridos, conforme dispõe o art. 152, §2º, da Lei 8.069. Decorrido o prazo, proceda-se conforme a legislação em vigor e, eventualmente, arquivem-se os autos com as baixas e anotações necessárias.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,1045,2022,10,0,0,1,3,0,1,1,105,0.1005,0,315,0,1,"Julgado procedente o pedido
III) DISPOSITIVO Ante o exposto, JULGO PARCIALMENTE PROCEDENTES OS PEDIDOS INICIAIS, para confirmar a liminar deferida às fls. 113/116 e condenar a promovida ao cumprimento da obrigação de fazer consistente na adoção das necessárias providências para viabilizar o fornecimento da substância EVENITY (romosozumabe), prescrito à promovente, na periodicidade recomendada, conforme a indicação de profissional especializado e consoante apontado no laudo médico acostado aos autos. Declaro extinto o processo, com julgamento do mérito (artigo 487, I, do CPC). Publique-se. Registre-se. Intimem-se. Em razão da sucumbência parcial, condeno o promovido ao pagamento de 80% das custas processuais e de honorários advocatícios, que arbitro em 10% (dez por cento) sobre o valor da condenação, cabendo ao promovente o custeio do restante, com a ressalva do artigo 98, § 3º, CPC. Após o trânsito em julgado, certifique-se e arquive-se.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,1046,2022,10,0,0,1,2,0,0,0,120,0.1147,0,240,0,1,"Julgado procedente o pedido
Ante o exposto, defiro o pedido formulado, para submeter IRACI GOMES DE OLIVEIRA, ao regime de curatela, declarando-a impossibilitada para exercer pessoalmente os atos relacionados aos direitos de natureza patrimonial e negocial, na forma da legislação já referida e do art. 4º, inciso III, do Código Civil Brasileiro e, de acordo com o previsto nos arts. 1767 e seguintes, do mesmo diploma legal. Por conseguinte, nomeio-lhe curadora a parte requerente, sua neta, IDELZUITE GOMES DE OLIVEIRA, legitimada que é para exercer o munus, além de contar com a anuência da genitora e dos irmãos da curatelanda (termos de anuência às fls. 20, 21, 22, 32, 35, 37), passando esta a representar a curatelada nos atos jurídicos relacionados aos direitos de natureza patrimonial e negocial. A curadora nomeada deverá comparecer em juízo, no prazo de cinco dias, conforme artigo 759, do CPC, para prestar o devido compromisso. Outrossim, em respeito aos princípios protetivos previstos no caput e parágrafo único do art. 5º do Estatuto da Pessoa com Deficiência, notadamente pela vulnerabilidade da curatelada; e com o intuito de preservá-la de eventual dano patrimonial, a Curadora deverá ser advertida, no Termo de Compromisso e Alvará Judicial a ser expedido pela Secretária Judiciária, de que qualquer ato de alienação de bens e direitos ou contratação de empréstimo em instituição financeira ficará condicionado à prévia expedição de Alvará específico, após devida justificativa, ficando ciente, por fim, que deverá, sempre que requisitado, prestar contas de seu encargo perante este juízo. Mesmo que, nos termos da legislação pertinente (art. 84, §3º, da Lei nº 13.146/2015), a instituição da curatela não possa ser fixada por prazo indeterminado, considero que tal dispositivo legal é inaplicável ao caso dos autos. Com efeito, na situação vertente, deixo de fixar termo final da curatela, uma vez que enfermidade que acomete a curatelada revela-se permanente, conforme consta no laudo médico de fls. 96/97. Remanescem preservados os direitos politicos da curatelada, por força do que rezam os arts. 76, parágrafos e incisos, e 85, §1º do Estatuto da Pessoa com Deficiência, ficando, a critério do juízo eleitoral respectivo, a aferição de sua efetiva capacidade eleitoral no momento de exercê-los. Bem como resta preservados o exercício pessoal pela curatelada dos direitos relativos a quaisquer outras relações jurídicas não patrimoniais ou negociais. Transitada em julgado a sentença, em respeito às regras dos artigos 755, §3º do CPC e 9º, inciso III do Código Civil, procedam-se às inscrições pertinentes junto ao Registro Civil respectivo (fls. 08), expedindo-se, para tanto, o competente mandado de averbação, devendo esta sentença ser publicada na rede mundial de computadores, no sítio do tribunal e na plataforma de editais do Conselho Nacional de Justiça, onde permanecerá por 6 (seis) meses. Publique-se igualmente, 1 (uma) vez, na imprensa local, e no órgão oficial, por 3 (três) vezes, com intervalo de 10 (dez) dias, constando do edital os nomes da curatelada e da curadora, a causa da interdição, os limites da curatela (restrita a atos negociais e patrimoniais). Expeça-se, desde logo, Termo de Compromisso e Alvará Judicial definitivo, eis que na hipótese dos autos, figuram todos os elementos para concessão da tutela provisória requerida com a inicial, não havendo necessidade de aguardar-se o trânsito em julgado desta sentença para expedição de tais documentos. Custas pela parte promovente, contudo, sob condição suspensiva de exigibilidade, em razão do disposto no art. 98, §3, do CPC, haja vista a gratuidade concedida à fl. 39/41.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,685,2022,10,0,0,1,3,0,1,0,47,0.0686,0,141,0,1,"Julgado procedente o pedido
Ante o exposto, julgo procedente o pedido contido na inicial, na forma do art. 487, I, do Código de Processo Civil, para confirmar a tutela de urgência, deferida às fls. 47/52, determinando-se que a promovida UNIMED DO CEARÁ FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA., forneça/custeie o tratamento da promovente MARILENE VASCONCELOS PINTO, nos termos prescritos pelo médico responsável (fls. 16). Condeno, ainda, a parte promovida sucumbente ao pagamento das custas processuais e dos honorários advocatícios, estes arbitrados em 10% (dez por cento) sobre o valor atualizado da causa. Sentença publicada e registrada eletronicamente. Intimem-se. Decorridos os prazos recursais, nada requerido, arquivem-se. Expedientes necessários. Fortaleza/CE, data da assinatura digital. LUCIANO NUNES MAIA FREIRE Juiz de Direito",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,691,2022,9,0,0,0,1,0,0,0,42,0.0608,1,42,0,0,"Julgado improcedente o pedido
Ante o exposto, considerando o mais que dos autos consta, JULGO IMPROCEDENTE o pedido autoral, declarando que BRENO KESLLEY PEREIRA DE SOUZA é sim, PAI do menor PEDRO YAN PAULINO DE SOUZA e, por conseguinte, julgo extinto o processo com resolução de mérito, na forma do art. 487, inciso I, do CPC. Sem custas ou honorários, eis que as partes são beneficiária da justiça gratuita. Intimem-se. Ciência ao Ministério Público. Após o trânsito em julgado, arquivem-se.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,691,2022,9,0,0,1,2,0,0,0,58,0.0839,0,116,0,1,"Julgado procedente o pedido
Diante do exposto, extingo o processo com resolução do mérito, e JULGO PROCEDENTE os pedidos formulados pelo autor para ratificar a tutela de urgência já deferida, bem como condenar a promovida a indenização por danos morais no valor equivalente a R$ 5.000,00 (cinco mil reais), corrigido monetariamente pelo INPC, a partir do arbitramento (Súmula 362 do STJ), e acrescido de juros de 1%(um por cento) a partir da citação. Condeno a ré ao pagamento das despesas processuais e honorários advocatícios, os quais arbitro em 15% sobre o valor da condenação, nos termos do art. 85, parágrafo 2º, do CPC. P.R.I. Após o trânsito em julgado da presente sentença, dê-se baixa na distribuição e remetam-se os autos ao arquivo com as cautelas de estilo.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,702,2022,9,0,0,0,1,0,0,0,52,0.0741,0,52,0,1,"Julgado procedente o pedido
Do exposto, RESOLVO O PROCESSO COM MÉRITO (CPC, ART. 487, I), para julgar procedente o pedido formulado pela parte autora, confirmando, na oportunidade, a tutela antecipada concedida às fls. 35/38. DEVE SER APRESENTADA NOVA RECEITA A CADA 06 (SEIS) MESES ao ente público. Esta última medida encontra respaldo no enunciado 2, da Jornada de Direito de Saúde. Procedimento sem custas. Publique-se. Registre-se. Intimem-se. Decorrido o prazo para interposição de recurso voluntário pelas partes, encaminhem-se estes autos ao Egrégio Tribunal de Justiça do Ceará, observando-se, o reexame necessário, conforme súmula 490 do STJ, já que o tratamento, em tese, é por tempo indeterminado. Exp. Nec.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
